code,name,stock_price,expectd_value,EPS,BPS,PER,industry_PER,PBR,dividend_yield
012450,한화에어로스페이스,23150,-10304,2555,48217,9.06,17.69,0.48,0.00%
012510,더존비즈온,90500,11313,1669,11656,54.23,56.92,7.76,0.52%
012600,청호컴넷,2190,-10770,-2299,821,N/A,N/A,2.67,
012610,경인양행,6750,4742,345,5370,19.57,35.46,1.26,0.74%
012630,HDC,8900,25702,4295,37525,2.07,5.83,0.24,2.25%
012690,모나리자,7260,779,66,1781,109.22,13.46,4.08,0.69%
012750,에스원,83700,54033,3859,39266,21.69,23.63,2.13,2.99%
012800,대창,1100,699,55,2397,19.82,16.1,0.46,0.91%
013000,세우글로벌,2030,1347,3,1388,660.62,N/A,1.46,
013360,일성건설,1005,1032,34,1688,29.25,5.83,0.6,1.49%
013520,화승알앤에이,1610,1722,357,4264,4.51,10.36,0.38,1.55%
013570,디와이,3915,18992,623,13946,6.28,N/A,0.28,3.83%
013580,계룡건설,15650,129781,8013,51185,1.95,5.83,0.31,3.83%
013700,까뮤이앤씨,1165,1490,299,1601,3.9,5.83,0.73,2.58%
013870,지엠비코리아,4445,896,143,11858,30.99,10.36,0.37,0.67%
013890,지누스,71600,67770,5667,27656,12.64,17.18,2.59,1.75%
014130,한익스프레스,4675,-1655,479,5960,9.77,16.2,0.78,1.50%
014160,대영포장,1170,879,100,1460,11.75,9.38,0.8,
014280,금강공업,2940,-1173,-360,12073,N/A,661.11,0.24,2.72%
014440,영보화학,2565,5348,256,7460,10.02,35.46,0.34,3.90%
014530,극동유화,3065,5167,412,4997,7.45,28.46,0.61,5.22%
014580,백광소재,3630,4311,148,4846,24.59,16.1,0.75,2.75%
014680,한솔케미칼,87700,81423,7655,40454,11.46,35.46,2.17,1.71%
014710,사조씨푸드,3935,10446,-328,11862,N/A,24.37,0.33,
014790,한라,2665,2655,51,5435,52.29,5.83,0.49,
014820,동원시스템즈,21700,19426,1474,17664,14.72,9.38,1.23,2.30%
014830,유니드,39600,93360,7600,79982,5.21,35.46,0.5,3.03%
014910,성문전자,1600,170,-92,1445,N/A,46.17,1.11,0.00%
014990,인디에프,1990,-19,-55,1063,N/A,17.07,1.87,
015020,이스타코,649,-54,183,1257,3.54,N/A,0.52,
015230,대창단조,21550,92411,5054,66809,4.26,N/A,0.32,5.10%
015260,에이엔피,252,-901,-73,705,N/A,25.96,0.36,
015350,부산가스,33000,43063,4448,66967,7.42,13.5,0.49,3.03%
015360,예스코홀딩스,32550,17264,3278,129139,9.93,13.5,0.25,5.38%
015540,쎌마테라퓨틱스,7350,-9819,-4012,346,N/A,N/A,21.24,0.00%
015590,큐로,858,328,24,631,35.03,N/A,1.36,
015760,한국전력,20600,-158802,-3654,105140,N/A,N/A,0.2,
015860,일진홀딩스,3885,1276,255,6240,15.21,N/A,0.62,2.57%
015890,태경산업,4445,5227,706,8186,6.29,16.1,0.54,8.32%
016090,대현,1765,6338,376,4498,4.7,17.07,0.39,5.67%
016360,삼성증권,28850,N/A,4388,55423,6.58,4.59,0.52,5.89%
016380,KG동부제철,13200,-7407,-932,8886,N/A,11.87,1.49,
016450,한세예스24홀딩스,4880,13324,504,6914,9.69,17.07,0.71,5.12%
016580,환인제약,14500,23378,1005,17933,14.43,121.34,0.81,2.07%
016590,신대양제지,55900,245757,13849,103836,4.04,9.38,0.54,1.12%
016610,DB금융투자,3260,N/A,1144,16889,2.85,4.59,0.19,7.67%
016710,대성홀딩스,9600,6781,837,26020,11.47,13.5,0.37,2.60%
016740,두올,2760,9063,366,5316,7.55,10.36,0.52,2.90%
016800,퍼시스,28300,46886,2953,47075,9.58,17.18,0.6,3.53%
016880,웅진,1070,-5383,-2212,920,N/A,14.25,1.16,
017040,광명전기,2020,2376,185,2255,10.93,N/A,0.9,0.74%
017180,명문제약,5630,-6050,-831,3137,N/A,121.34,1.79,0.00%
017370,우신시스템,3485,-3155,316,6898,11.04,10.36,0.51,
017390,서울가스,69000,42070,5836,248169,11.82,13.5,0.28,2.54%
017550,수산중공업,1485,779,3,1951,551.58,N/A,0.76,0.67%
017670,SK텔레콤,199000,121480,11021,313890,18.06,16.23,0.63,5.03%
017800,현대엘리베이,63600,26881,1785,34436,35.63,N/A,1.85,1.42%
017810,풀무원,10500,-7226,83,9619,126.68,24.37,1.09,0.97%
017900,광전자,1730,1974,60,4292,28.97,25.96,0.4,2.89%
017940,E1,35000,-16369,-6293,166288,N/A,13.5,0.21,6.29%
017960,한국카본,6000,8503,403,7623,14.9,N/A,0.79,2.00%
018250,애경산업,26850,29572,1581,12827,16.99,13.46,2.09,1.68%
018260,삼성에스디에스,164000,162181,9518,84625,17.23,17.66,1.94,1.46%
018470,조일알미늄,559,-2024,-1098,1617,N/A,16.1,0.35,
018500,동원금속,586,-9873,-5,1240,N/A,10.36,0.47,
018670,SK가스,74000,123942,17212,185881,4.3,13.5,0.4,4.02%
018880,한온시스템,9120,3699,597,4153,15.28,10.36,2.2,3.51%
019170,신풍제약,16250,1448,31,4177,531.91,121.34,3.89,
019180,티에이치엔,2610,4311,959,3503,2.72,10.36,0.75,2.30%
019440,세아특수강,11300,30664,1280,37702,8.83,11.87,0.3,7.96%
019490,하이트론,2440,-15014,-3223,3417,N/A,58.75,0.71,
019680,대교,4850,3554,162,7083,29.93,N/A,0.68,3.51%
020000,한섬,22650,54871,3462,47591,6.54,17.07,0.48,1.99%
020120,키다리스튜디오,4980,1137,166,1213,30.01,151.61,4.11,
020150,일진머티리얼즈,40650,20360,1016,12390,40.02,25.96,3.28,0.12%
020560,아시아나항공,3950,-58535,-3626,3552,N/A,N/A,1.11,
020760,일진디스플,3000,-6878,-1074,1781,N/A,N/A,1.68,
021050,서원,2475,2243,65,2207,37.83,16.1,1.12,0.40%
021240,코웨이,61700,46064,4511,14931,13.68,15.74,4.13,
021820,세원정공,8090,11372,696,41039,11.63,10.36,0.2,0.31%
023000,삼원강재,2045,5164,261,5264,7.84,10.36,0.39,5.62%
023150,MH에탄올,9300,-46588,-71,8825,N/A,N/A,1.05,3.76%
023350,한국종합기술,4095,-8378,-325,8724,N/A,5.83,0.47,2.44%
023450,동남합성,27500,25621,4925,20576,5.58,35.46,1.34,0.73%
023530,롯데쇼핑,86600,-374103,-32153,376574,N/A,38.1,0.23,4.39%
023590,다우기술,16200,207055,4130,30884,3.92,17.66,0.52,2.47%
023800,인지컨트롤스,4045,-1404,-545,12354,N/A,10.36,0.33,2.47%
023810,인팩,3000,-6916,-617,9376,N/A,10.36,0.32,4.00%
023960,에쓰씨엔지니어링,1250,-3455,-14,994,N/A,5.83,1.26,
024070,WISCOM,2075,4044,70,7697,29.56,35.46,0.27,2.41%
024090,디씨엠,10600,18531,1865,18820,5.68,16.1,0.56,4.72%
024110,기업은행,7880,N/A,2393,33567,3.29,3.5,0.23,8.50%
024720,한국콜마홀딩스,22250,51613,2236,23114,9.95,43.2,0.96,0.88%
024890,대원화성,1150,1391,104,1931,11.07,17.07,0.6,0.87%
024900,덕양산업,902,-7466,-422,1448,N/A,10.36,0.62,
025000,KPX케미칼,49600,136703,8420,98085,5.89,35.46,0.51,5.04%
025530,SJM홀딩스,2515,11831,329,11092,7.63,10.36,0.23,6.96%
025540,한국단자,29400,58266,3062,68181,9.6,10.36,0.43,2.38%
025560,미래산업,84,-42,-11,77,N/A,16.12,1.09,
025620,제이준코스메틱,3220,-6164,-3152,1907,N/A,43.2,1.69,
025750,한솔홈데코,900,-524,-57,1914,N/A,81.51,0.47,
025820,이구산업,1270,-1463,-100,3027,N/A,16.1,0.42,2.36%
025860,남해화학,7890,7251,323,9051,24.44,35.46,0.87,0.76%
025890,한국주강,1315,-5654,-1199,2890,N/A,11.87,0.45,
026890,디피씨,8370,5761,256,4149,32.7,46.17,2.02,0.96%
026940,부국철강,3570,5353,92,5627,38.83,11.87,0.63,2.10%
026960,동서,16650,16119,1373,13559,12.12,24.37,1.23,4.20%
027410,BGF,4335,15101,281,15700,15.42,38.1,0.28,2.54%
027740,마니커,827,-823,-109,555,N/A,24.37,1.49,
027970,세하,2035,-191,380,1282,5.36,9.38,1.59,
028050,삼성엔지니어링,11450,10215,1493,6749,7.67,5.83,1.7,
028100,동아지질,15850,27216,1656,17159,9.57,5.83,0.92,1.26%
028260,삼성물산,95900,136187,5489,146097,17.47,14.25,0.66,2.09%
028670,팬오션,3260,1628,284,5400,11.47,N/A,0.6,
029460,케이씨,14050,77522,3722,36144,3.77,16.12,0.39,1.78%
029530,신도리코,25900,82717,1437,88549,18.02,36.7,0.29,3.86%
029780,삼성카드,29000,N/A,2970,64628,9.76,9.76,0.45,5.52%
030000,제일기획,16950,18511,1200,9347,14.12,14.58,1.81,4.84%
030200,KT,22000,11646,2371,55728,9.28,10.48,0.39,5.00%
030210,KTB투자증권,2270,N/A,710,8098,3.2,4.59,0.28,6.61%
030610,교보증권,6700,N/A,2319,27528,2.89,4.59,0.24,5.97%
030720,동원수산,8530,25282,1304,10939,6.54,24.37,0.78,
030790,티탑스,5400,-22438,-9847,6664,N/A,17.66,0.81,0.00%
031430,신세계인터내셔날,206000,96141,10361,83650,19.88,17.07,2.46,0.53%
031440,신세계푸드,52800,13170,1124,81373,46.97,23.42,0.65,1.42%
031820,콤텍시스템,1300,1388,19,1398,69.16,17.66,0.93,
032350,롯데관광개발,11100,-4545,-204,4348,N/A,23.42,2.55,
032560,황금에스티,5490,23151,1794,18581,3.06,16.1,0.3,1.82%
032640,LG유플러스,12150,94,1005,16218,12.09,16.23,0.75,3.29%
032830,삼성생명,48550,N/A,4887,198619,9.93,9.53,0.24,5.46%
033180,필룩스,6050,1576,-168,3355,N/A,46.17,1.8,0.00%
033240,자화전자,7370,3173,-16,16555,N/A,25.96,0.45,
033250,체시스,2190,-2298,-118,1113,N/A,10.36,1.97,
033270,유나이티드제약,17750,24674,1907,17201,9.31,121.34,1.03,1.86%
033530,세종공업,4020,-2106,247,17221,16.25,10.36,0.23,1.24%
033660,아주캐피탈,12200,N/A,1765,14449,6.91,6.53,0.84,5.33%
033780,KT&G,78000,130719,7549,68341,10.33,10.33,1.14,5.64%
033920,무학,6040,5066,832,18597,7.26,N/A,0.32,
034020,두산중공업,3820,-5740,-2150,12675,N/A,N/A,0.3,
034120,SBS,19750,16100,1079,32810,18.3,N/A,0.6,0.76%
034220,LG디스플레이,11500,-55399,-7908,31694,N/A,N/A,0.36,
034300,신세계건설,25400,-12596,4379,49395,5.8,5.83,0.51,3.15%
034310,NICE,19000,39778,771,18100,24.64,23.63,1.05,1.21%
034590,인천도시가스,24000,24940,2448,44873,9.81,13.5,0.53,5.21%
034730,SK,188500,241663,10113,315608,18.64,14.25,0.6,2.65%
034830,한국토지신탁,1745,N/A,428,3677,4.08,5.78,0.47,4.58%
035000,지투알,5040,14846,921,8816,5.47,14.58,0.57,5.95%
035150,백산,5080,11612,282,5987,18.02,17.07,0.85,1.97%
035250,강원랜드,24950,28083,1564,18337,15.95,23.42,1.36,3.61%
035420,NAVER,179000,63919,3538,39913,50.6,141.68,4.48,0.21%
035510,신세계I&C,111500,142573,6196,121746,17.99,17.66,0.92,1.79%
035720,카카오,172000,38799,-3585,63732,N/A,141.68,2.7,0.07%
036420,제이콘텐트리,35100,-8029,78,22374,450.17,N/A,1.57,
036460,한국가스공사,26900,-103028,420,89612,64.06,13.5,0.3,1.41%
036530,S&T홀딩스,13550,91827,3835,50552,3.53,10.36,0.27,3.69%
036570,엔씨소프트,649000,384596,16320,121275,39.77,36.04,5.35,0.80%
036580,팜스코,4075,-3270,-225,8367,N/A,24.37,0.49,1.23%
037270,YGPLUS,1595,974,-55,1562,N/A,N/A,1.02,
037560,LG헬로비전,4260,-2241,-1217,12283,N/A,N/A,0.35,1.76%
037710,광주신세계,142500,296755,29793,415467,4.78,38.1,0.34,2.46%
039130,하나투어,40800,-29510,-691,16334,N/A,23.42,2.5,2.45%
039490,키움증권,74700,N/A,14287,89743,5.23,4.59,0.83,2.68%
039570,HDC아이콘트롤스,8120,14826,-358,10245,N/A,5.83,0.79,4.31%
041650,상신브레이크,2715,4740,189,8788,14.37,10.36,0.31,3.68%
042660,대우조선해양,16600,32914,-434,35030,N/A,N/A,0.47,
042670,두산인프라코어,4225,17244,1153,10677,3.67,N/A,0.4,
042700,한미반도체,7800,8357,337,4373,23.17,16.12,1.78,1.28%
044380,주연테크,537,-7,-88,786,N/A,N/A,0.68,0.00%
044450,KSS해운,7120,-7266,1001,12415,7.11,N/A,0.57,3.79%
044820,코스맥스비티아이,15050,-6679,42,30759,362.23,121.34,0.49,1.66%
047040,대우건설,3355,7393,502,5984,6.68,5.83,0.56,
047050,포스코인터내셔널,13250,31515,1697,24703,7.81,12.85,0.54,5.28%
047400,유니온머티리얼,1775,-19,55,2045,32.05,10.36,0.87,2.82%
047810,한국항공우주,22600,11377,1748,11714,12.93,17.69,1.93,1.77%
049770,동원F&B,180000,155564,17015,176519,10.58,24.37,1.02,1.67%
049800,우진플라임,2870,-22920,-1361,5263,N/A,N/A,0.55,
051600,한전KPS,31800,49395,3407,23632,9.33,N/A,1.35,6.04%
051630,진양화학,2775,-1426,-175,2221,N/A,35.46,1.25,
051900,LG생활건강,1249000,624609,43916,247477,28.44,43.2,5.05,0.88%
051910,LG화학,362500,104624,4003,221961,90.56,35.46,1.63,0.55%
052690,한전기술,16800,7658,691,12938,24.32,N/A,1.3,1.85%
053210,스카이라이프,7200,19631,1141,14699,6.31,N/A,0.49,4.86%
053690,한미글로벌,7520,20870,2038,11839,3.69,5.83,0.64,2.66%
055490,테이팩스,18000,15885,1617,21349,11.13,35.46,0.84,
055550,신한지주,28500,N/A,7003,81997,4.07,3.5,0.35,6.49%
057050,현대홈쇼핑,63900,176452,7162,148171,8.92,18.26,0.43,3.13%
058430,포스코강판,11700,17021,446,36256,26.21,16.1,0.32,3.42%
058650,세아홀딩스,66000,215310,7705,491513,8.57,11.87,0.13,3.41%
058730,다스코,5400,8954,123,8222,43.95,661.11,0.66,
058850,KTcs,1730,3260,174,3792,9.94,23.63,0.46,4.62%
058860,KTis,1770,3025,264,4975,6.69,23.63,0.36,5.08%
060980,한라홀딩스,30200,89296,3918,84613,7.71,10.36,0.36,6.62%
063160,종근당바이오,30900,17875,2236,29422,13.82,124.26,1.05,0.62%
064350,현대로템,13950,-26684,-4168,9695,N/A,N/A,1.44,
064960,S&T모티브,35050,67583,166,53249,211.72,10.36,0.66,3.99%
066570,LG전자,54500,97863,173,79582,315.02,N/A,0.68,1.38%
067830,세이브존I&C,2295,6672,542,11861,4.23,38.1,0.19,1.31%
068270,셀트리온,211000,35753,2211,20920,95.42,121.34,10.09,0.00%
068290,삼성출판사,22800,495,487,9069,46.81,3.49,2.51,0.44%
068400,SK렌터카,8430,-25735,735,10160,11.47,5.73,0.83,
069260,휴켐스,16850,34832,1721,17014,9.79,35.46,0.99,5.93%
069460,대호에이엘,2270,-822,-129,974,N/A,16.1,2.33,0.00%
069620,대웅제약,104500,22645,1899,50317,55.02,121.34,2.08,0.57%
069640,한세엠케이,2960,-3408,-3391,9176,N/A,17.07,0.32,
069730,DSR제강,3625,8782,469,9851,7.73,11.87,0.37,1.10%
069960,현대백화점,65900,83348,8296,190027,7.94,38.1,0.35,1.52%
070960,용평리조트,4740,-6159,-287,8222,N/A,23.42,0.58,
071050,한국금융지주,49100,N/A,13724,85684,3.58,4.59,0.57,5.91%
071090,하이스틸,16800,-23718,16,63858,1065.35,11.87,0.26,0.60%
071320,지역난방공사,34750,-297020,-2209,132086,N/A,7.74,0.26,
071840,롯데하이마트,21900,33003,-4232,81410,N/A,N/A,0.27,4.57%
071950,코아스,1115,-18,70,811,15.91,17.18,1.37,
