code,name,stock_price,expectd_value,EPS,BPS,PER,industry_PER,PBR,dividend_yield
161580,필옵틱스,9490,-6937,-921,3202,N/A,153.45,2.96,0.00%
166090,하나머티리얼즈,15250,17534,1409,7482,10.82,16.12,2.04,1.31%
166480,코아스템,13350,-445,-329,3671,N/A,N/A,3.64,
168330,내츄럴엔도텍,2525,-6001,-649,1019,N/A,121.34,2.48,
170030,현대공업,4370,6499,267,6762,16.36,10.36,0.65,1.51%
170790,파이오링크,11800,7405,820,5968,14.39,58.75,1.98,0.85%
170920,엘티씨,8800,2227,101,11931,86.95,153.45,0.74,1.14%
171010,램테크놀러지,5770,2409,273,2683,21.11,16.12,2.15,
171090,선익시스템,6490,15440,794,10519,8.17,153.45,0.62,1.54%
171120,라이온켐텍,7300,5140,567,5936,12.88,81.51,1.23,2.00%
173130,오파스넷,6940,8108,-2950,4392,N/A,17.66,1.58,
173940,에프엔씨엔터,5900,-1008,-485,4776,N/A,N/A,1.24,
174880,장원테크,1915,709,-162,2166,N/A,23.08,0.88,0.00%
174900,앱클론,46800,4038,356,4643,131.58,N/A,10.08,
175140,인포마크,5220,-17436,-2918,3150,N/A,23.08,1.66,
175250,아이큐어,24450,-17105,-1377,15445,N/A,43.2,1.58,
176440,에이치엔티,1920,695,-25,712,N/A,22.46,2.7,
177350,베셀,2640,-3393,-987,1866,N/A,153.45,1.41,
177830,파버나인,4235,-4527,-1142,4301,N/A,16.1,0.98,0.00%
178320,서진시스템,28250,21105,2688,14558,10.51,58.75,1.94,1.06%
178780,유테크,2215,-3370,-144,899,N/A,23.08,2.46,
178920,SKC코오롱PI,30050,14636,603,8557,49.81,35.46,3.51,1.05%
179290,엠아이텍,3185,2284,120,1586,26.45,46.66,2.01,1.57%
179900,유티아이,13950,5142,310,3976,45,23.08,3.51,0.72%
180400,캔서롭,7740,-680,-284,1602,N/A,873.47,4.83,0.00%
181340,이즈미디어,3405,2525,-251,5251,N/A,23.08,0.65,
182360,큐브엔터,3400,992,37,663,91.58,N/A,5.13,0.00%
182400,엔케이맥스,11200,-7479,-401,3417,N/A,873.47,3.28,
182690,테라셈,2905,-2498,-348,548,N/A,16.12,5.3,
183300,코미코,25000,32483,2515,13185,9.94,16.12,1.9,1.60%
183490,엔지켐생명과학,71000,-10619,-2096,9036,N/A,121.34,7.86,
184230,SGA솔루션즈,812,-2219,-697,499,N/A,56.92,1.63,
185490,아이진,8800,-5861,-756,1643,N/A,N/A,5.36,
186230,그린플러스,9070,9817,586,7566,15.47,16.11,1.2,
187220,디티앤씨,5530,-1856,-345,7738,N/A,25.96,0.71,
187270,신화콘텍,2350,-1290,-196,5067,N/A,46.17,0.46,
187420,제노포커스,4780,-777,-264,2363,N/A,N/A,2.02,
187790,나노,1480,-70,18,1967,81.49,35.46,0.75,
187870,디바이스이엔지,14100,25675,661,9598,21.34,153.45,1.47,0.00%
189300,인텔리안테크,22400,14152,1087,11592,20.61,58.75,1.93,0.45%
189690,포시에스,5840,7570,515,6927,11.33,56.92,0.84,1.63%
189860,서전기전,3300,3300,138,3894,23.95,N/A,0.85,0.91%
189980,흥국에프엔비,1500,1592,144,1825,10.38,N/A,0.82,2.00%
190510,나무가,15100,3026,-55,6502,N/A,23.08,2.32,0.00%
190650,코리아에셋투자증권,6030,N/A,1195,10378,5.04,4.61,0.58,4.15%
191410,육일씨엔에쓰,2425,-6767,-666,3147,N/A,23.08,0.77,
191420,테고사이언스,18000,3874,106,5914,170.01,N/A,3.04,
192250,케이사인,1115,1005,56,841,19.74,56.92,1.33,
192390,윈하이텍,2335,-514,-652,5134,N/A,661.11,0.45,
192410,감마누,408,1511,47,1148,8.67,58.75,0.36,
192440,슈피겐코리아,38650,102282,6489,48834,5.96,23.08,0.79,3.36%
193250,와이제이엠게임즈,1545,870,-122,1324,N/A,23.08,1.17,
194480,데브시스터즈,7560,-6068,-1188,10338,N/A,36.04,0.73,
194510,파티게임즈,536,-353,49,1796,10.96,36.04,0.3,
194700,노바렉스,24650,17772,1634,11544,15.09,121.34,2.14,0.81%
195440,퓨전,2075,-14094,-3653,8080,N/A,64.94,0.26,0.00%
195500,마니커에프앤지,7900,5190,337,3535,23.45,24.36,2.23,
195990,에이비프로바이오,695,-496,-273,731,N/A,N/A,0.95,0.00%
196170,알테오젠,92400,-374,-51,5036,N/A,N/A,18.35,
196300,애니젠,8230,-9661,-1325,2989,N/A,N/A,2.75,
196450,디오스텍,486,-140,46,556,10.55,23.08,0.87,
196490,디에이테크놀로지,1035,510,-391,1144,N/A,46.17,0.9,
196700,웹스,1435,-103,-16,2837,N/A,35.46,0.51,
197140,디지캡,4000,1537,174,4171,22.93,64.94,0.96,1.75%
197210,리드,753,-3779,-2596,-1259,N/A,153.45,N/A,
198080,엔피디,5040,7803,1167,3492,4.32,22.46,1.44,
198440,고려시멘트,2560,1163,106,2766,24.1,81.51,0.93,0.59%
200130,콜마비앤에이치,28200,25005,1844,8545,15.29,43.2,3.3,0.89%
200230,텔콘RF제약,5360,545,-635,1337,N/A,58.75,4.01,0.00%
200470,에이팩트,5960,2460,239,3459,24.97,16.12,1.72,
200670,휴메딕스,17200,17936,1045,11770,16.46,121.34,1.46,2.91%
200710,에이디테크놀로지,29450,20968,864,6112,34.07,16.12,4.82,
200780,비씨월드제약,20950,3841,685,11462,30.57,121.34,1.83,0.44%
201490,미투온,5910,9841,356,2252,16.59,36.04,2.62,
203450,유니온커뮤니티,2480,3169,279,2576,8.89,25.96,0.96,2.82%
203650,드림시큐리티,2270,1458,64,1293,35.69,56.92,1.76,
203690,프로스테믹스,4560,-428,-70,632,N/A,N/A,7.21,
204020,그리티,2390,5658,89,3678,26.75,17.07,0.65,1.26%
204270,제이앤티씨,11500,12373,1691,5638,6.8,25.49,2.04,
204620,글로벌텍스프리,3120,2265,156,2049,20.02,6.53,1.52,
204630,화이브라더스코리아,3785,-785,-187,1391,N/A,N/A,2.72,
204840,지엘팜텍,811,-1234,-145,62,N/A,121.34,13.06,
204990,코썬바이오,1225,-7489,-1579,153,N/A,121.34,8.03,0.00%
205100,엑셈,2980,2855,140,2005,21.33,56.92,1.49,
205470,휴마시스,2285,-220,-44,542,N/A,873.47,4.22,0.00%
205500,액션스퀘어,1240,-1862,-327,489,N/A,36.04,2.54,
206400,엔터메이트,809,-25,26,406,31.69,36.04,1.99,
206560,덱스터,5570,922,-313,2279,N/A,N/A,2.44,
206640,바디텍메드,19950,5594,497,3203,40.17,873.47,6.23,0.25%
206650,유바이오로직스,6740,1563,-32,1275,N/A,N/A,5.29,
207760,미스터블루,7920,5446,491,1770,16.12,N/A,4.47,0.32%
208140,정다운,2150,1926,43,2425,50.26,24.37,0.89,
208340,파멥신,32600,-1969,-1474,9808,N/A,N/A,3.32,
208350,지란지교시큐리티,5390,7678,318,5177,16.97,56.92,1.04,
208370,셀바스헬스케어,2465,-3574,-224,1115,N/A,46.66,2.21,
208640,썸에이지,585,-1191,-149,205,N/A,36.04,2.85,
208710,바이오로그디바이스,1455,2910,218,1956,6.68,23.08,0.74,
208860,엔지스테크널러지,3275,-2965,-847,955,N/A,64.94,3.43,
211270,AP위성,6410,6625,48,5844,134.85,23.08,1.1,1.09%
212560,네오오토,3460,-1578,317,10078,10.91,10.36,0.34,1.45%
213090,미래테크놀로지,7060,12187,528,9836,13.38,17.66,0.72,1.70%
213420,덕산네오룩스,29300,12140,798,6663,36.72,153.45,4.4,
214150,클래시스,10400,5714,534,1366,19.47,46.66,7.61,0.44%
214180,민앤지,13700,29306,1329,9497,10.31,17.66,1.44,1.68%
214260,라파스,14300,2739,18,5733,805.24,43.2,2.49,
214270,퓨쳐스트림네트웍스,1070,549,36,588,30.11,141.68,1.82,0.00%
214310,세미콘라이트,1475,-859,-1625,1584,N/A,153.45,0.93,0.00%
214370,케어젠,76500,38559,2613,21797,29.28,N/A,3.51,3.66%
214430,아이쓰리시스템,18300,9718,25,9880,723.12,17.69,1.85,0.38%
214450,파마리서치프로덕트,40100,26454,1680,21373,23.86,121.34,1.88,0.75%
214680,디알텍,1685,543,20,763,83.8,46.66,2.21,0.00%
214870,뉴지랩,10950,795,-127,2710,N/A,58.75,4.04,
215000,골프존,45750,42855,2584,31892,17.71,36.04,1.43,4.48%
215090,이디티,1275,-71,-299,780,N/A,17.69,1.64,
215100,로보로보,3595,1839,61,1419,58.68,N/A,2.53,0.36%
215200,메가스터디교육,39250,39413,3984,21175,9.85,N/A,1.85,2.80%
215360,우리산업,18500,17397,802,12469,23.06,10.36,1.48,0.65%
215380,우정바이오,6970,-932,28,2594,248.68,873.47,2.69,
215480,토박스코리아,1070,352,4,558,282.63,17.07,1.92,
215600,신라젠,13000,-6686,-1600,858,N/A,N/A,15.14,
215790,이노인스트루먼트,3245,-3359,-1065,1624,N/A,58.75,2,0.00%
216050,인크로스,20850,19472,1157,8946,18.02,14.58,2.33,
216080,제테마,22950,-4828,-2044,4037,N/A,60.68,5.69,
217190,제너셈,3150,-2751,368,2381,8.56,16.12,1.32,1.59%
217270,넵튠,5730,-3913,-796,2953,N/A,36.04,1.94,
217330,싸이토젠,9220,-3135,-735,3181,N/A,N/A,2.9,
217480,에스디생명공학,4215,316,-930,4047,N/A,43.2,1.04,
217500,러셀,1640,2428,132,1387,12.4,16.12,1.18,1.52%
217600,켐온,1210,331,30,616,40.04,873.47,1.96,
217620,디딤,1460,-222,38,922,38.62,23.42,1.58,
217730,강스템바이오텍,8740,-6262,-1101,2936,N/A,N/A,2.98,
217820,엔에스,6690,3903,439,3288,15.23,46.17,2.03,1.20%
218150,미래생명자원,2520,1706,55,1668,45.69,24.37,1.51,
218410,RFHIC,42450,17622,857,8353,49.55,58.75,5.08,0.47%
219130,타이거일렉,5980,4581,255,6915,23.41,16.12,0.86,
219420,링크제니시스,6720,4646,65,3088,102.94,56.92,2.18,
219550,MP한강,813,745,-51,574,N/A,43.2,1.42,
219750,지티지웰니스,3450,-3398,-418,1199,N/A,46.66,2.88,
220100,퓨쳐켐,11000,-14110,-934,1942,N/A,121.34,5.66,
220180,핸디소프트,3450,471,-705,2868,N/A,56.92,1.2,
220260,켐트로스,2380,1015,11,1692,210.31,35.46,1.41,
220630,해마로푸드서비스,2520,2123,148,861,17.07,23.42,2.93,1.98%
221610,자안,17400,-1027,9,333,1981.76,35.46,52.27,0.00%
221840,하이즈항공,3750,1293,208,4599,18.06,17.69,0.82,1.63%
221980,케이디켐,11100,31137,1857,19830,5.98,35.46,0.56,4.50%
222040,코스맥스엔비티,5160,-4361,-861,3413,N/A,121.34,1.51,
222080,씨아이에스,4010,1296,211,926,19.02,46.17,4.33,
222110,팬젠,8000,-5043,-927,1911,N/A,N/A,4.19,
222420,쎄노텍,1415,-873,-54,869,N/A,35.46,1.63,
222800,심텍,9920,-11239,-1483,6679,N/A,25.96,1.49,1.53%
222810,한류AI센터,490,-691,-1871,-430,N/A,56.92,N/A,0.00%
222980,한국맥널티,4740,1234,-106,2769,N/A,24.37,1.71,
223310,이에스브이,177,30,-429,4810,N/A,N/A,0.04,0.00%
224060,코디엠,371,-89,42,448,8.89,16.12,0.83,0.00%
224110,에이텍티앤,7950,18881,475,9268,16.75,N/A,0.86,
225190,삼양옵틱스,10700,15337,1347,3904,7.94,25.96,2.74,9.35%
225330,씨엠에스에듀,4320,1282,328,2079,13.16,N/A,2.08,9.84%
225430,케이엠제약,3405,-321,-43,1131,N/A,13.46,3.01,
225530,보광산업,4385,1823,175,1889,24.99,81.51,2.32,1.14%
225570,넷게임즈,6880,-3767,-698,1341,N/A,36.04,5.13,
225590,패션플랫폼,978,2723,156,1533,6.26,17.07,0.64,
226330,신테카바이오,9840,509,-2183,3505,N/A,N/A,2.81,
226340,본느,3085,2031,168,1106,18.41,43.2,2.79,
226350,아이엠텍,214,-1105,-101,456,N/A,23.08,0.47,0.00%
226360,이엑스티,2815,1762,-176,1404,N/A,81.51,2,0.00%
226400,오스테오닉,3080,1142,59,3425,52.24,46.66,0.9,
226440,한송네오텍,1125,525,9,495,127.11,153.45,2.27,
226950,올릭스,35900,-11038,-2204,6401,N/A,N/A,5.61,0.00%
227100,디자인,6510,-3481,-1262,4597,N/A,23.08,1.42,
227610,아우딘퓨쳐스,5490,-4887,-1858,3461,N/A,43.2,1.59,
227950,마이크로텍,2200,-729,-563,630,N/A,16.12,3.49,0.00%
228340,동양파일,2835,1046,-762,6112,N/A,81.51,0.46,
228670,레이,38500,24347,1908,8647,20.17,60.68,4.45,
228760,지노믹트리,20100,2070,-533,5450,N/A,60.68,3.69,
228850,레이언스,12900,20377,885,12347,14.57,46.66,1.04,2.33%
230240,에치에프알,37050,14025,81,6374,456.33,58.75,5.81,
230360,에코마케팅,30000,23108,1949,6585,15.39,14.58,4.56,2.23%
230980,솔트웍스,5680,-1015,-901,841,N/A,17.69,6.75,
232140,와이아이케이,3080,2033,-177,1599,N/A,16.12,1.93,
234100,세원,2480,2069,69,1619,36.2,10.36,1.53,
234300,에스트래픽,5440,-7400,-786,2596,N/A,17.66,2.1,
234340,세틀뱅크,24850,23837,1466,12344,16.95,17.72,2.01,1.53%
234690,녹십자웰빙,9150,7263,400,4685,22.87,124.26,1.95,0.87%
234920,자이글,3560,-6855,-2210,3848,N/A,15.74,0.93,
235980,메드팩토,57800,-11100,-1629,7794,N/A,124.26,7.42,0.00%
236200,슈프리마,33200,43004,3643,19062,9.11,25.96,1.74,
237690,에스티팜,33200,-3039,-993,16132,N/A,121.34,2.06,
237750,피앤씨테크,4265,8256,428,9172,9.97,N/A,0.47,
237820,플레이디,7590,6244,730,4477,10.4,14.58,1.7,2.90%
237880,클리오,21100,10994,173,8747,121.68,43.2,2.41,1.04%
238090,앤디포스,4065,2986,-15,2210,N/A,23.08,1.84,
238120,로고스바이오,14450,2174,32,5833,444.96,873.47,2.48,
238200,비피도,19750,9370,387,11319,51.06,124.26,1.74,
238490,힘스,17550,19432,1493,10852,11.76,153.45,1.62,1.14%
239340,줌인터넷,4125,1474,-478,980,N/A,151.61,4.21,
239610,에이치엘사이언스,53500,48692,3839,16050,13.93,121.34,3.33,0.75%
240810,원익IPS,28400,22426,885,11739,32.08,16.12,2.42,
241520,DSC인베스트먼트,2875,N/A,349,2004,8.25,14.34,1.43,
241690,유니테크노,9280,4147,468,5610,19.81,10.36,1.65,
241710,코스메카코리아,10250,1640,456,11958,22.5,43.2,0.86,
241770,메카로,10900,25007,819,14240,13.32,16.12,0.77,1.47%
241790,오션브릿지,9230,16376,1077,6537,8.57,16.12,1.41,2.93%
241820,피씨엘,16650,-5868,-881,611,N/A,873.47,27.25,
241840,에이스토리,8500,3633,-143,4143,N/A,N/A,2.05,
242040,나무기술,4405,261,123,627,35.72,17.66,7.03,
243070,휴온스,45000,53742,3867,19714,11.64,121.34,2.28,1.41%
243840,신흥에스이씨,31850,8559,2446,15448,13.02,46.17,2.06,0.88%
244460,올리패스,13600,-11294,-3307,1214,N/A,43.2,11.2,
245620,EDGC,11600,-1657,-271,1090,N/A,873.47,10.64,
246690,TS인베스트먼트,2300,N/A,201,1434,11.45,13.78,1.6,1.09%
246710,티앤알바이오팹,9410,-3739,-753,2966,N/A,N/A,3.17,0.00%
246720,아스타,4340,-4365,-935,1291,N/A,46.66,3.36,
246960,이노테라피,8240,-3544,-800,2990,N/A,46.66,2.76,
247540,에코프로비엠,76000,17908,1745,18009,43.54,46.17,4.22,0.20%
250000,보라티알,6900,9645,493,8245,14,29.93,0.84,2.17%
250060,모비스,2230,97,-18,828,N/A,25.96,2.69,
250930,예선테크,2020,3017,-95,1089,N/A,142.54,1.85,
251370,와이엠티,22800,24361,1773,10557,12.86,25.96,2.16,
251630,브이원텍,6670,10393,441,5490,15.11,153.45,1.21,1.50%
251970,펌텍코리아,14500,23012,1661,11918,8.73,9.38,1.22,2.28%
252500,세화피앤씨,2675,878,29,1295,93.21,43.2,2.07,0.37%
253450,스튜디오드래곤,85000,16482,941,15242,90.29,N/A,5.58,
253590,네오셈,1340,574,-43,1019,N/A,16.12,1.31,0.75%
253840,수젠텍,18200,-3349,-756,1838,N/A,60.68,9.9,0.00%
254120,자비스,1650,-29,-355,708,N/A,N/A,2.33,
255220,SG,1585,1849,281,1965,5.64,81.51,0.81,
255440,야스,12750,28403,1250,11593,10.2,153.45,1.1,1.18%
256150,한독크린텍,16800,17602,1355,8966,12.4,15.78,1.87,1.19%
256630,포인트엔지니어링,2745,1747,21,1222,130.01,142.54,2.25,0.73%
256840,한국비엔씨,2080,866,-110,579,N/A,60.68,3.59,0.00%
256940,케이피에스,38950,9959,-81,7070,N/A,153.45,5.51,0.00%
257370,명성티엔에스,11900,3221,79,6028,150.3,46.17,1.97,
258610,이더블유케이,16000,1577,-152,3488,N/A,N/A,4.59,0.00%
258790,소프트캠프,1640,1382,20,419,82.76,64.94,3.92,0.00%
258830,세종메디칼,7270,8339,511,6945,14.23,46.66,1.05,1.38%
259630,엠플러스,19150,1616,392,8085,48.85,46.17,2.37,
260660,알리코제약,12050,11216,1041,7370,11.58,121.34,1.64,1.66%
260930,씨티케이코스메틱스,13100,16186,765,17884,17.13,43.2,0.73,2.29%
261200,하나금융9호스팩,2050,N/A,15,1945,137.88,,1.05,0.00%
263020,디케이앤디,4795,6672,365,6629,13.13,17.07,0.72,
263050,유틸렉스,66500,-15115,-2351,8600,N/A,N/A,7.73,
263540,샘코,2015,-18488,-4013,1101,N/A,17.69,1.83,0.00%
263600,덕우전자,7200,9098,551,5581,13.06,23.08,1.29,1.94%
263690,디알젬,12150,4433,483,2906,25.15,46.66,4.18,0.41%
263700,케어랩스,17600,5466,92,9798,191.66,39.14,1.8,
263720,디앤씨미디어,22250,9265,403,3398,55.26,N/A,6.55,
263750,펄어비스,206800,124899,12120,48472,17.06,36.04,4.27,0.00%
263770,유에스티,3140,2306,107,1973,29.27,11.87,1.59,
263800,데이타솔루션,3620,-245,-43,1623,N/A,17.66,2.23,
263810,상신전자,2715,3440,176,2424,15.45,25.96,1.12,
263860,지니언스,4405,4392,329,3792,13.39,56.92,1.16,
263920,블러썸엠앤씨,4530,1716,-538,6606,N/A,43.2,0.69,
264450,유비쿼스,27400,38273,2174,17214,12.6,58.75,1.59,1.64%
264660,씨앤지하이테크,7470,21260,1404,8019,5.32,16.12,0.93,2.01%
264850,이랜시스,1775,1570,41,939,43.55,25.49,1.89,2.25%
265520,AP시스템,26150,18205,618,7523,42.28,153.45,3.48,0.19%
265560,영화테크,9160,5494,-278,8928,N/A,10.36,1.03,0.55%
267320,교보7호스팩,1900,N/A,-6,1947,N/A,,0.98,
267790,배럴,9520,12143,883,5855,10.78,17.07,1.63,
267980,매일유업,74500,109996,8202,51546,9.08,24.37,1.45,1.07%
268600,셀리버리,82200,-7560,-2529,3489,N/A,N/A,23.56,0.00%
269620,시스웍,2055,3086,110,2166,18.76,16.12,0.95,1.95%
270520,지엔원에너지,1350,1244,98,620,13.71,N/A,2.18,
270870,뉴트리,19050,18083,1056,6364,18.04,121.34,2.99,0.79%
272110,케이엔제이,5900,2316,854,4267,6.91,142.54,1.38,
272290,이녹스첨단소재,37900,41124,3635,19482,10.43,25.96,1.95,
273060,엔에이치스팩12호,2050,N/A,20,1894,105.04,,1.08,0.00%
274090,켄코아에어로스페이스,8280,-1279,-990,3679,N/A,16.99,2.25,0.00%
275630,에스에스알,5020,4648,194,4265,25.84,56.92,1.18,
276920,IBKS제7호스팩,2060,N/A,12,1985,174.72,,1.04,
277070,린드먼아시아,3365,N/A,313,3356,10.76,14.34,1,2.64%
277410,인산가,1440,1646,120,1156,11.96,24.37,1.25,2.08%
277480,신한제4호스팩,2050,N/A,20,1854,100.35,,1.11,
278280,천보,63600,40558,2343,21060,27.14,153.45,3.02,0.47%
278650,노터스,18950,9874,597,5581,31.74,586.04,3.4,
279410,한화에이스스팩4호,2045,N/A,12,1915,173.59,,1.07,
279600,미디어젠,4195,467,-142,3891,N/A,64.94,1.08,
281410,한국제6호스팩,2050,N/A,22,1902,94.12,,1.08,
281740,레이크머티리얼즈,1525,26,27,430,56.32,35.41,3.55,0.00%
282880,코윈테크,25900,28227,2140,11417,12.11,N/A,2.27,1.79%
284620,하나금융11호스팩,3015,N/A,15,1834,203.34,,1.64,0.00%
285490,노바텍,12550,15644,1023,5744,12.26,23.08,2.19,1.93%
286750,나노브릭,8930,-2809,-183,3103,N/A,35.41,2.88,
287410,유안타제3호스팩,2045,N/A,9,1819,218.69,,1.12,
288330,브릿지바이오테라퓨틱스,38200,18563,246,12051,155.05,124.26,3.17,0.00%
288620,에스퓨얼셀,18200,8961,259,5808,70.33,46.17,3.13,0.27%
289010,아이스크림에듀,10950,10797,416,5959,26.32,N/A,1.84,0.91%
289080,SV인베스트먼트,3525,N/A,-10,1038,N/A,14.34,3.4,1.70%
290120,대유에이피,6950,7632,733,4288,9.48,10.36,1.62,2.88%
290270,휴네시온,4005,3186,187,2478,21.4,56.92,1.62,0.87%
290380,대유,14700,11302,543,6992,27.09,35.46,2.1,1.70%
290510,코리아센터,11800,3559,257,7542,45.92,19.31,1.56,
290550,디케이티,9260,17004,965,7085,9.6,23.08,1.31,
290650,엘앤씨바이오,65500,17703,993,7906,65.98,46.66,8.28,0.15%
290660,네오펙트,4245,-8628,-1313,1027,N/A,46.66,4.13,
290670,대보마그네틱,24950,9984,593,5497,42.09,46.17,4.54,0.00%
290720,푸드나무,20650,15489,655,7517,31.53,24.37,2.75,0.34%
290740,액트로,9600,17020,1461,7695,6.57,23.08,1.25,2.08%
291210,한국제7호스팩,2035,N/A,15,1846,134.99,,1.1,
291230,삼성스팩2호,2005,N/A,22,1872,92.02,,1.07,
293580,나우IB,5000,N/A,311,7453,16.1,13.78,0.67,3.00%
293780,압타바이오,24550,2101,-634,6907,N/A,121.34,3.55,0.00%
294140,레몬,14050,-2011,-305,623,N/A,35.46,22.54,
294630,서남,3250,-688,-260,357,N/A,N/A,9.11,
297090,씨에스베어링,6190,4018,747,4781,8.28,N/A,1.29,
297570,알로이스,1780,2552,-246,953,N/A,N/A,1.87,
298380,에이비엘바이오,18150,-3698,-818,2914,N/A,N/A,6.23,0.00%
299170,IBKS제10호스팩,2025,N/A,9,1934,215.99,,1.05,
299660,셀리드,21750,1462,-266,5359,N/A,N/A,4.06,
299900,위지윅스튜디오,4690,2814,212,2026,22.16,N/A,2.31,0.00%
299910,베스파,10700,20362,-981,10465,N/A,36.04,1.02,
300080,플리토,10300,-2165,-1356,4664,N/A,151.61,2.21,
300120,라온피플,18400,11877,986,6090,18.66,25.49,3.02,0.82%
302430,이노메트리,12600,9922,480,5424,26.27,46.17,2.32,1.59%
302550,리메드,24300,9018,832,4229,29.21,60.68,5.75,0.00%
303030,지니틱스,2355,1842,14,845,172.94,16.12,2.79,0.00%
305090,마이크로디지탈,15700,-6090,-1887,4905,N/A,60.68,3.2,
306040,에스제이그룹,43800,62368,5196,21068,8.43,17,2.08,0.91%
306620,네온테크,1700,53,27,482,63.21,16.12,3.52,0.00%
307070,SK4호스팩,2010,N/A,18,1785,113.31,,1.13,
307160,하나머스트제6호스팩,2025,N/A,20,1810,100.82,,1.12,
307180,아이엘사이언스,1905,427,-140,621,N/A,142.54,3.07,
307280,교보8호스팩,2025,N/A,10,1831,202.47,,1.11,
307750,대신밸런스제6호스팩,2015,N/A,-7,1912,N/A,,1.05,
307870,상상인이안1호스팩,2000,N/A,20,1881,101.44,,1.06,
307930,컴퍼니케이,6960,N/A,604,3280,11.52,13.78,2.12,2.30%
308100,까스텔바작,9960,24878,1082,11624,9.2,17.07,0.86,
309930,삼성머스트스팩3호,2060,N/A,22,1824,93.46,,1.13,
310200,애니플러스,1495,37,-55,140,N/A,N/A,10.71,0.00%
310840,엔에이치스팩13호,2010,N/A,17,1911,116.79,,1.05,
310870,한국제8호스팩,2015,N/A,19,1875,108.6,,1.07,
311270,키움제5호스팩,2020,N/A,12,1985,170.89,,1.02,
311390,네오크레마,6400,4361,164,5197,39.12,30.29,1.23,
311690,천랩,22950,-2021,-1316,8101,N/A,85.06,2.83,
312610,에이에프더블류,10450,12655,602,7045,17.37,46.17,1.48,0.96%
313750,유안타제4호스팩,2005,N/A,5,1882,366.78,,1.07,
313760,윌링스,8590,12335,717,7453,11.99,N/A,1.15,0.93%
317030,케이비17호스팩,2020,N/A,13,1913,156.37,,1.06,
317120,라닉스,7030,2003,-16,1873,N/A,59.25,3.75,
317240,하이제4호스팩,2020,N/A,5,1922,428.56,,1.05,
317320,한화에스비아이스팩,2785,N/A,11,1855,242.95,,1.5,
317330,덕산테코피아,13300,13074,673,7900,19.76,142.54,1.68,
317530,캐리소프트,5080,-309,-340,2685,N/A,151.61,1.89,
317770,슈프리마아이디,14600,21029,397,12939,36.78,25.49,1.13,
317830,에스피시스템스,4090,3431,179,4106,22.81,N/A,1,0.49%
317850,대모,4920,2736,235,5213,20.94,N/A,0.94,1.42%
317870,엔바이오니아,5630,3231,155,2897,36.43,15.78,1.94,
318000,한국바이오젠,5560,5220,-197,3159,N/A,35.41,1.76,0.90%
318010,팜스빌,14150,14217,1091,6987,12.96,124.26,2.03,1.41%
319400,엔에이치스팩14호,2000,N/A,17,1942,115.86,,1.03,
319660,피에스케이,18800,19791,1346,13228,13.97,16.12,1.42,1.60%
320000,하나금융13호스팩,2075,N/A,-7,1857,N/A,,1.12,0.00%
321260,유진스팩4호,2000,N/A,10,1942,207.49,,1.03,
321550,티움바이오,10950,1236,-354,3943,N/A,124.26,2.78,
322180,티라유텍,12650,6514,633,5301,19.97,17.72,2.39,
322510,제이엘케이,6340,-2389,-849,2488,N/A,85.06,2.55,
322780,DB금융스팩7호,2000,N/A,8,1878,255.33,,1.06,
323210,이베스트이안스팩1호,1990,N/A,1,1928,2314.25,,1.03,
323230,신한제5호스팩,2035,N/A,-5,1964,N/A,,1.04,
323280,신영스팩5호,2005,N/A,-29,1980,N/A,,1.01,
323940,케이비제18호스팩,2000,N/A,10,1951,206.69,,1.02,
327260,메탈라이프,22600,12142,453,7414,49.92,59.25,3.05,0.00%
328380,미래에셋대우스팩3호,2000,N/A,5,1943,413.84,,1.03,
329560,상상인이안제2호스팩,1990,N/A,-66,1834,N/A,,1.09,
330990,케이비제19호스팩,2005,N/A,-15,1908,N/A,,1.05,
331380,유진스팩5호,2005,N/A,-1,1866,N/A,,1.07,
331520,교보9호스팩,2000,N/A,,,,,,
332290,대신밸런스제7호스팩,1990,N/A,-32,1988,N/A,,1,
332710,하나금융14호스팩,2015,N/A,-48,1874,N/A,,1.08,0.00%
333050,신한제6호스팩,2000,N/A,-119,1816,N/A,,1.1,
333430,미래에셋대우스팩4호,1995,N/A,-18,1934,N/A,,1.03,
335870,IBKS제12호스팩,2020,N/A,-63,1919,N/A,,1.05,
335890,IBKS제11호스팩,2015,N/A,-29,1933,N/A,,1.04,
336060,유안타제5호스팩,1995,N/A,-8,1929,N/A,,1.03,
336570,대신밸런스제8호스팩,1995,N/A,-69,1893,N/A,,1.05,
337450,SK5호스팩,2000,N/A,-64,1921,N/A,,1.04,
339950,엔에이치스팩15호,2005,N/A,-26,1914,N/A,,1.05,
340120,하이제5호스팩,2000,N/A,-37,1840,N/A,,1.09,
340360,유안타제6호스팩,2000,N/A,-29,1938,N/A,,1.03,
340440,한화플러스제1호스팩,2005,N/A,-43,1903,N/A,,1.05,
341160,하나금융15호스팩,2015,N/A,-204,1508,N/A,,1.34,
342550,케이비제20호스팩,1995,N/A,-150,1173,N/A,,1.7,
950110,SBI핀테크솔루션즈,8410,5046,348,1795,24.18,17.66,4.68,2.20%
950170,JTC,5140,11967,527,7486,9.75,23.42,0.69,1.26%
950180,SNK,15150,31812,1710,14435,8.86,36.04,1.05,
950130,엑세스바이오,4045,-1641,-465,1121,N/A,873.47,3.61,0.00%
